count,question,answer
552,What are the career batting statistics of Aisha Mohamed?,
553,What are the career batting statistics of Aisha Mohamed?,
554,What are the career batting statistics of Aisha Mohamed?,
555,What are the career batting statistics of Aisha Mohamed?,
556,What are the career batting statistics of Aisha Mohamed?,
557,What are the career batting statistics of Aisha Mohamed?,
558,What are the career batting statistics of Aisha Mohamed?,
559,What are the career batting statistics of Aisha Mohamed?,
560,What are the career batting statistics of Aisha Mohamed?,
561,What are the career batting statistics of Aisha Mohamed?,
562,What are the career batting statistics of Aisha Mohamed?,
563,What are the career batting statistics of Aisha Mohamed?,
564,What are the career batting statistics of Aisha Mohamed?,
565,What are the career batting statistics of Aisha Mohamed?,
566,What are the career batting statistics of Aisha Mohamed?,
567,What are the career batting statistics of Aisha Mohamed?,
568,What are the career batting statistics of Aisha Mohamed?,
569,What are the career batting statistics of Aisha Mohamed?,
570,What are the career batting statistics of Aisha Mohamed?,
571,What are the career batting statistics of Aisha Mohamed?,
572,What are the career batting statistics of Aisha Mohamed?,
573,What are the career batting statistics of Aisha Mohamed?,
574,What are the career batting statistics of Aisha Mohamed?,
575,What are the career batting statistics of Aisha Mohamed?,
576,What are the career batting statistics of Aisha Mohamed?,
577,What are the career batting statistics of Aisha Mohamed?,
578,What are the career batting statistics of Aisha Mohamed?,
579,What are the career batting statistics of Aisha Mohamed?,
580,What are the career batting statistics of Aisha Mohamed?,
581,What are the career batting statistics of Aisha Mohamed?,
582,What are the career batting statistics of Aisha Mohamed?,
583,What are the career batting statistics of Aisha Mohamed?,
584,What are the career batting statistics of Aisha Mohamed?,
585,What are the career batting statistics of Aisha Mohamed?,
586,What are the career batting statistics of Aisha Mohamed?,
587,What are the career batting statistics of Aisha Mohamed?,
588,What are the career batting statistics of Aisha Mohamed?,
589,What are the career batting statistics of Aisha Mohamed?,
590,What are the career batting statistics of Aisha Mohamed?,
591,What are the career batting statistics of Aisha Mohamed?,
592,What are the career batting statistics of Aisha Mohamed?,
593,What are the career batting statistics of Aisha Mohamed?,
594,What are the career batting statistics of Aisha Mohamed?,
595,What are the career batting statistics of Aisha Mohamed?,
596,What are the career batting statistics of Aisha Mohamed?,
597,What are the career batting statistics of Aisha Mohamed?,
598,What are the career batting statistics of Aisha Mohamed?,
599,What are the career batting statistics of Aisha Mohamed?,
600,What are the career batting statistics of Aisha Mohamed?,
601,What are the career batting statistics of Aisha Mohamed?,
602,What are the career batting statistics of Aisha Mohamed?,
603,What are the career batting statistics of Aisha Mohamed?,
604,What are the career batting statistics of Aisha Mohamed?,
605,What are the career batting statistics of Aisha Mohamed?,
606,What are the career batting statistics of Aisha Mohamed?,
607,What are the career batting statistics of Aisha Mohamed?,
608,What are the career batting statistics of Aisha Mohamed?,
609,What are the career batting statistics of Aisha Mohamed?,
610,What are the career batting statistics of Aisha Mohamed?,
611,What are the career batting statistics of Aisha Mohamed?,
612,What are the career batting statistics of Aisha Mohamed?,
613,What are the career batting statistics of Aisha Mohamed?,
614,What are the career batting statistics of Aisha Mohamed?,
615,What are the career batting statistics of Aisha Mohamed?,
616,What are the career batting statistics of Aisha Mohamed?,
617,What are the career batting statistics of Aisha Mohamed?,
618,What are the career batting statistics of Aisha Mohamed?,
619,What are the career batting statistics of Aisha Mohamed?,
620,What are the career batting statistics of Aisha Mohamed?,
621,What are the career batting statistics of Aisha Mohamed?,
622,What are the career batting statistics of Aisha Mohamed?,
623,What are the career batting statistics of Aisha Mohamed?,
624,What are the career batting statistics of Aisha Mohamed?,
625,What are the career batting statistics of Aisha Mohamed?,
626,What are the career batting statistics of Aisha Mohamed?,
627,What are the career batting statistics of Aisha Mohamed?,
628,What are the career batting statistics of Aisha Mohamed?,
629,What are the career batting statistics of Aisha Mohamed?,
630,What are the career batting statistics of Aisha Mohamed?,
631,What are the career batting statistics of Aisha Mohamed?,
632,What are the career batting statistics of Aisha Mohamed?,
633,What are the career batting statistics of Aisha Mohamed?,
634,What are the career batting statistics of Aisha Mohamed?,
635,What are the career batting statistics of Aisha Mohamed?,
636,What are the career batting statistics of Aisha Mohamed?,
637,What are the career batting statistics of Aisha Mohamed?,
638,What are the career batting statistics of Aisha Mohamed?,
639,What are the career batting statistics of Aisha Mohamed?,
640,What are the career batting statistics of Aisha Mohamed?,
641,What are the career batting statistics of Aisha Mohamed?,
642,What are the career batting statistics of Aisha Mohamed?,
643,What are the career batting statistics of Aisha Mohamed?,
644,What are the career batting statistics of Aisha Mohamed?,
645,What are the career batting statistics of Aisha Mohamed?,
646,What are the career batting statistics of Aisha Mohamed?,
647,What are the career batting statistics of Aisha Mohamed?,
648,What are the career batting statistics of Aisha Mohamed?,
649,What are the career batting statistics of Aisha Mohamed?,
650,What are the career batting statistics of Aisha Mohamed?,
651,What are the career batting statistics of Aisha Mohamed?,
652,What are the career batting statistics of Aisha Mohamed?,
653,What are the career batting statistics of Aisha Mohamed?,
654,What are the career batting statistics of Aisha Mohamed?,
655,What are the career batting statistics of Aisha Mohamed?,
656,What are the career batting statistics of Aisha Mohamed?,
657,What are the career batting statistics of Aisha Mohamed?,
658,What are the career batting statistics of Aisha Mohamed?,
659,What are the career batting statistics of Aisha Mohamed?,
660,What are the career batting statistics of Aisha Mohamed?,
661,What are the career batting statistics of Aisha Mohamed?,
662,What are the career batting statistics of Aisha Mohamed?,
663,What are the career batting statistics of Aisha Mohamed?,
664,What are the career batting statistics of Aisha Mohamed?,
665,What are the career batting statistics of Aisha Mohamed?,
666,What are the career batting statistics of Aisha Mohamed?,
667,What are the career batting statistics of Aisha Mohamed?,
668,What are the career batting statistics of Aisha Mohamed?,
669,What are the career batting statistics of Aisha Mohamed?,
670,What are the career batting statistics of Aisha Mohamed?,
671,What are the career batting statistics of Aisha Mohamed?,
672,What are the career batting statistics of Aisha Mohamed?,
673,What are the career batting statistics of Aisha Mohamed?,
674,What are the career batting statistics of Aisha Mohamed?,
675,What are the career batting statistics of Aisha Mohamed?,
676,What are the career batting statistics of Aisha Mohamed?,
677,What are the career batting statistics of Aisha Mohamed?,
678,What are the career batting statistics of Aisha Mohamed?,
679,What are the career batting statistics of Aisha Mohamed?,
680,What are the career batting statistics of Aisha Mohamed?,
681,What are the career batting statistics of Aisha Mohamed?,
682,What are the career batting statistics of Aisha Mohamed?,
683,What are the career batting statistics of Aisha Mohamed?,
684,What are the career batting statistics of Aisha Mohamed?,
685,What are the career batting statistics of Aisha Mohamed?,
686,What are the career batting statistics of Aisha Mohamed?,
687,What are the career batting statistics of Aisha Mohamed?,
688,What are the career batting statistics of Aisha Mohamed?,
689,What are the career batting statistics of Aisha Mohamed?,
690,What are the career batting statistics of Aisha Mohamed?,
691,What are the career batting statistics of Aisha Mohamed?,
692,What are the career batting statistics of Aisha Mohamed?,
693,What are the career batting statistics of Aisha Mohamed?,
694,What are the career batting statistics of Aisha Mohamed?,
695,What are the career batting statistics of Aisha Mohamed?,
696,What are the career batting statistics of Aisha Mohamed?,
697,What are the career batting statistics of Aisha Mohamed?,
698,What are the career batting statistics of Aisha Mohamed?,
